skill_id,employee_id,primary_skill,secondary_skill,skill_category,skill_combo,skills_declared,skills_verified,skill_readiness_status,is_declared,is_verified,verification_gap,_gold_created_ts,_gold_updated_ts
SK491,E10001,PySpark,Cloud Native,Data & Analytics,PySpark | Cloud Native,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK327,E10327,Power Apps,SharePoint,Visualization & BI,Power Apps | SharePoint,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK328,E10328,Retail Insights,Domain Consulting,Domain / Industry,Retail Insights | Domain Consulting,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK330,E10330,PySpark,Databricks,Data & Analytics,PySpark | Databricks,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK331,E10331,Databricks,ETL,Data & Analytics,Databricks | ETL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK332,E10332,ETL,Python,Data & Analytics,ETL | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK333,E10333,Power BI,Data Modeling,Visualization & BI,Power BI | Data Modeling,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK334,E10334,Tableau,SQL,Visualization & BI,Tableau | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK335,E10335,SQL,Excel,Data & Analytics,SQL | Excel,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK336,E10336,Machine Learning,Python,Data & Analytics,Machine Learning | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK337,E10337,NLP,Deep Learning,Data & Analytics,NLP | Deep Learning,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK338,E10338,Azure,Terraform,Cloud & DevOps,Azure | Terraform,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK340,E10340,Java,Microservices,Programming,Java | Microservices,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK341,E10341,React,JavaScript,Programming,React | JavaScript,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK342,E10342,Salesforce,Apex,Enterprise Apps,Salesforce | Apex,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK343,E10343,Power Apps,SharePoint,Visualization & BI,Power Apps | SharePoint,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK344,E10344,Supply Chain,Analytics,Domain / Industry,Supply Chain | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK345,E10345,Retail Insights,SQL,Domain / Industry,Retail Insights | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK346,E10346,Databricks,PySpark,Data & Analytics,Databricks | PySpark,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK348,E10348,PySpark,SQL,Data & Analytics,PySpark | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK349,E10349,Power BI,Tableau,Visualization & BI,Power BI | Tableau,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK350,E10350,SQL,Analytics,Data & Analytics,SQL | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK351,E10351,Python,SQL,Programming,Python | SQL,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK352,E10352,Machine Learning,Python,Data & Analytics,Machine Learning | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK353,E10353,Deep Learning,NLP,Data & Analytics,Deep Learning | NLP,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK354,E10354,Azure,Cloud Architecture,Cloud & DevOps,Azure | Cloud Architecture,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK355,E10355,Cloud Native,Azure,Cloud & DevOps,Cloud Native | Azure,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK356,E10356,React,Node.js,Programming,React | Node.js,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK358,E10358,SAP,ABAP,Enterprise Apps,SAP | ABAP,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK359,E10359,Power Apps,Automate,Visualization & BI,Power Apps | Automate,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK360,E10360,Healthcare Analytics,Domain Consulting,Domain / Industry,Healthcare Analytics | Domain Consulting,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK361,E10361,Supply Chain,Analytics,Domain / Industry,Supply Chain | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK362,E10362,Databricks,PySpark,Data & Analytics,Databricks | PySpark,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK363,E10363,ETL,SQL,Data & Analytics,ETL | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK364,E10364,SQL,Data Engineering,Data & Analytics,SQL | Data Engineering,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK365,E10365,Power BI,DAX,Visualization & BI,Power BI | DAX,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK366,E10366,Tableau,Dashboarding,Visualization & BI,Tableau | Dashboarding,No,null,Not Declared,false,null,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK367,E10367,Python,Analytics,Programming,Python | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK368,E10368,Machine Learning,Data Science,Data & Analytics,Machine Learning | Data Science,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK369,E10369,Python,R,Programming,Python | R,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK370,E10370,Azure,DevOps,Cloud & DevOps,Azure | DevOps,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK371,E10371,AWS,Cloud Architecture,Cloud & DevOps,AWS | Cloud Architecture,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK372,E10372,Full Stack,Java,Programming,Full Stack | Java,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK373,E10373,JavaScript,React,Programming,JavaScript | React,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK374,E10374,Salesforce,CRM,Enterprise Apps,Salesforce | CRM,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK375,E10375,Power Apps,SharePoint,Visualization & BI,Power Apps | SharePoint,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK376,E10376,Retail Insights,Domain Consulting,Domain / Industry,Retail Insights | Domain Consulting,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK378,E10378,PySpark,Databricks,Data & Analytics,PySpark | Databricks,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK379,E10379,Databricks,ETL,Data & Analytics,Databricks | ETL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK380,E10380,ETL,Python,Data & Analytics,ETL | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK381,E10381,Power BI,Data Modeling,Visualization & BI,Power BI | Data Modeling,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK382,E10382,Tableau,SQL,Visualization & BI,Tableau | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK383,E10383,SQL,Excel,Data & Analytics,SQL | Excel,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK384,E10384,Machine Learning,Python,Data & Analytics,Machine Learning | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK385,E10385,NLP,Deep Learning,Data & Analytics,NLP | Deep Learning,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK386,E10386,Azure,Terraform,Cloud & DevOps,Azure | Terraform,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK388,E10388,Java,Microservices,Programming,Java | Microservices,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK389,E10389,React,JavaScript,Programming,React | JavaScript,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK390,E10390,Salesforce,Apex,Enterprise Apps,Salesforce | Apex,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK391,E10391,Power Apps,SharePoint,Visualization & BI,Power Apps | SharePoint,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK392,E10392,Supply Chain,Analytics,Domain / Industry,Supply Chain | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK393,E10393,Retail Insights,SQL,Domain / Industry,Retail Insights | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK394,E10394,Databricks,PySpark,Data & Analytics,Databricks | PySpark,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK396,E10396,PySpark,SQL,Data & Analytics,PySpark | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK397,E10397,Power BI,Tableau,Visualization & BI,Power BI | Tableau,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK398,E10398,SQL,Analytics,Data & Analytics,SQL | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK399,E10399,Python,SQL,Programming,Python | SQL,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK400,E10400,Machine Learning,Python,Data & Analytics,Machine Learning | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK401,E10401,Deep Learning,NLP,Data & Analytics,Deep Learning | NLP,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK402,E10402,Azure,Cloud Architecture,Cloud & DevOps,Azure | Cloud Architecture,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK403,E10403,Cloud Native,Azure,Cloud & DevOps,Cloud Native | Azure,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK404,E10404,React,Node.js,Programming,React | Node.js,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK406,E10406,SAP,ABAP,Enterprise Apps,SAP | ABAP,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK407,E10407,Power Apps,Automate,Visualization & BI,Power Apps | Automate,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK408,E10408,Healthcare Analytics,Domain Consulting,Domain / Industry,Healthcare Analytics | Domain Consulting,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK409,E10409,Supply Chain,Analytics,Domain / Industry,Supply Chain | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK410,E10410,Databricks,PySpark,Data & Analytics,Databricks | PySpark,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK411,E10411,ETL,SQL,Data & Analytics,ETL | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK412,E10412,SQL,Data Engineering,Data & Analytics,SQL | Data Engineering,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK413,E10413,Power BI,DAX,Visualization & BI,Power BI | DAX,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK414,E10414,Tableau,Dashboarding,Visualization & BI,Tableau | Dashboarding,No,null,Not Declared,false,null,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK415,E10415,Python,Analytics,Programming,Python | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK416,E10416,Machine Learning,Data Science,Data & Analytics,Machine Learning | Data Science,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK417,E10417,Python,R,Programming,Python | R,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK418,E10418,Azure,DevOps,Cloud & DevOps,Azure | DevOps,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK419,E10419,AWS,Cloud Architecture,Cloud & DevOps,AWS | Cloud Architecture,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK420,E10420,Full Stack,Java,Programming,Full Stack | Java,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK421,E10421,JavaScript,React,Programming,JavaScript | React,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK422,E10422,Salesforce,CRM,Enterprise Apps,Salesforce | CRM,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK423,E10423,Power Apps,SharePoint,Visualization & BI,Power Apps | SharePoint,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK424,E10424,Retail Insights,Domain Consulting,Domain / Industry,Retail Insights | Domain Consulting,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK426,E10426,PySpark,Databricks,Data & Analytics,PySpark | Databricks,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK427,E10427,Databricks,ETL,Data & Analytics,Databricks | ETL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK428,E10428,ETL,Python,Data & Analytics,ETL | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK429,E10429,Power BI,Data Modeling,Visualization & BI,Power BI | Data Modeling,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK430,E10430,Tableau,SQL,Visualization & BI,Tableau | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK431,E10431,SQL,Excel,Data & Analytics,SQL | Excel,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK432,E10432,Machine Learning,Python,Data & Analytics,Machine Learning | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK433,E10433,NLP,Deep Learning,Data & Analytics,NLP | Deep Learning,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK434,E10434,Azure,Terraform,Cloud & DevOps,Azure | Terraform,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK436,E10436,Java,Microservices,Programming,Java | Microservices,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK437,E10437,React,JavaScript,Programming,React | JavaScript,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK438,E10438,Salesforce,Apex,Enterprise Apps,Salesforce | Apex,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK439,E10439,Power Apps,SharePoint,Visualization & BI,Power Apps | SharePoint,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK440,E10440,Supply Chain,Analytics,Domain / Industry,Supply Chain | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK441,E10441,Retail Insights,SQL,Domain / Industry,Retail Insights | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK442,E10442,Databricks,PySpark,Data & Analytics,Databricks | PySpark,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK444,E10444,PySpark,SQL,Data & Analytics,PySpark | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK445,E10445,Power BI,Tableau,Visualization & BI,Power BI | Tableau,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK446,E10446,SQL,Analytics,Data & Analytics,SQL | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK447,E10447,Python,SQL,Programming,Python | SQL,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK448,E10448,Machine Learning,Python,Data & Analytics,Machine Learning | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK449,E10449,Deep Learning,NLP,Data & Analytics,Deep Learning | NLP,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK450,E10450,Azure,Cloud Architecture,Cloud & DevOps,Azure | Cloud Architecture,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK451,E10451,Cloud Native,Azure,Cloud & DevOps,Cloud Native | Azure,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK452,E10452,React,Node.js,Programming,React | Node.js,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK454,E10454,SAP,ABAP,Enterprise Apps,SAP | ABAP,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK455,E10455,Power Apps,Automate,Visualization & BI,Power Apps | Automate,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK456,E10456,Healthcare Analytics,Domain Consulting,Domain / Industry,Healthcare Analytics | Domain Consulting,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK457,E10457,Supply Chain,Analytics,Domain / Industry,Supply Chain | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK458,E10458,Databricks,PySpark,Data & Analytics,Databricks | PySpark,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK459,E10459,ETL,SQL,Data & Analytics,ETL | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK460,E10460,SQL,Data Engineering,Data & Analytics,SQL | Data Engineering,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK461,E10461,Power BI,DAX,Visualization & BI,Power BI | DAX,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK462,E10462,Tableau,Dashboarding,Visualization & BI,Tableau | Dashboarding,No,null,Not Declared,false,null,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK463,E10463,Python,Analytics,Programming,Python | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK464,E10464,Machine Learning,Data Science,Data & Analytics,Machine Learning | Data Science,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK465,E10465,Python,R,Programming,Python | R,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK466,E10466,Azure,DevOps,Cloud & DevOps,Azure | DevOps,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK467,E10467,AWS,Cloud Architecture,Cloud & DevOps,AWS | Cloud Architecture,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK468,E10468,Full Stack,Java,Programming,Full Stack | Java,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK469,E10469,JavaScript,React,Programming,JavaScript | React,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK470,E10470,Salesforce,CRM,Enterprise Apps,Salesforce | CRM,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK471,E10471,Power Apps,SharePoint,Visualization & BI,Power Apps | SharePoint,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK472,E10472,Retail Insights,Domain Consulting,Domain / Industry,Retail Insights | Domain Consulting,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK474,E10474,PySpark,Databricks,Data & Analytics,PySpark | Databricks,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK475,E10475,Databricks,ETL,Data & Analytics,Databricks | ETL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK476,E10476,ETL,Python,Data & Analytics,ETL | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK477,E10477,Power BI,Data Modeling,Visualization & BI,Power BI | Data Modeling,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK478,E10478,Tableau,SQL,Visualization & BI,Tableau | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK479,E10479,SQL,Excel,Data & Analytics,SQL | Excel,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK480,E10480,Machine Learning,Python,Data & Analytics,Machine Learning | Python,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK481,E10481,NLP,Deep Learning,Data & Analytics,NLP | Deep Learning,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK482,E10482,Azure,Terraform,Cloud & DevOps,Azure | Terraform,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK484,E10484,Java,Microservices,Programming,Java | Microservices,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK485,E10485,React,JavaScript,Programming,React | JavaScript,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK486,E10486,Salesforce,Apex,Enterprise Apps,Salesforce | Apex,No,No,Not Declared,false,false,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK487,E10487,Power Apps,SharePoint,Visualization & BI,Power Apps | SharePoint,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK488,E10488,Supply Chain,Analytics,Domain / Industry,Supply Chain | Analytics,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK489,E10489,Retail Insights,SQL,Domain / Industry,Retail Insights | SQL,Yes,Yes,Fully Ready,true,true,No,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
SK490,E10490,Databricks,PySpark,Data & Analytics,Databricks | PySpark,Yes,No,Declared Not Verified,true,false,Yes,2026-06-09T17:53:07.007Z,2026-06-10T12:08:46.518Z
