employee_id,course_id,learning_id,course_request_id,approval_status,completion_status,is_passed,course_domain,request_date,approval_date,enrollment_date,start_date,completion_date,score,passing_score,score_gap,days_to_approve,days_to_enroll,days_to_start,days_to_complete,total_learning_days,is_completed,score_band,feedback_id,feedback_rating,feedback_recommended,has_text_feedback,feedback_text_length,feedback_rating_band,trainer_name,feedback_date,feedback_year,feedback_month,feedback_quarter,_gold_created_ts,_gold_updated_ts
E10033,C1152_MS,LRN1333,REQ5333,Approved,In Progress,null,Microsoft / Office,2024-08-08,2024-08-09,2024-08-12,2024-10-05,null,null,null,null,1,3,54,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10034,C1162_MS,LRN1334,REQ5334,Approved,In Progress,null,Microsoft / Office,2024-08-10,2024-08-11,2024-08-15,2024-10-10,null,null,null,null,1,4,56,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10035,C1252_MS,LRN1335,REQ5335,Approved,In Progress,null,Microsoft / Office,2024-08-12,2024-08-14,2024-08-18,2024-10-15,null,null,null,null,2,4,58,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10036,C1202_MS,LRN1336,REQ5336,Approved,In Progress,null,Microsoft / Office,2024-08-15,2024-08-16,2024-08-20,2024-10-20,null,null,null,null,1,4,61,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10037,C1402_CR,LRN1337,REQ5337,Approved,In Progress,null,Core / Compliance,2024-08-18,2024-08-19,2024-08-22,2024-10-25,null,null,null,null,1,3,64,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10038,C1432_CR,LRN1338,REQ5338,Approved,In Progress,null,Core / Compliance,2024-08-20,2024-08-22,2024-08-25,2024-10-30,null,null,null,null,2,3,66,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10039,C1302_CR,LRN1339,REQ5339,Approved,In Progress,null,Core / Compliance,2024-08-22,2024-08-23,2024-08-28,2024-11-01,null,null,null,null,1,5,65,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10040,C1002_DB,LRN1340,REQ5340,Approved,In Progress,null,Data & BI,2024-08-25,2024-08-26,2024-08-30,2024-11-05,null,null,null,null,1,4,67,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10041,C1012_DB,LRN1341,REQ5341,Approved,In Progress,null,Data & BI,2024-08-28,2024-08-29,2024-09-01,2024-11-10,null,null,null,null,1,3,70,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10042,C1022_DB,LRN1342,REQ5342,Approved,In Progress,null,Data & BI,2024-09-01,2024-09-02,2024-09-05,2024-11-15,null,null,null,null,1,3,71,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10043,C1152_MS,LRN1343,REQ5343,Approved,In Progress,null,Microsoft / Office,2024-09-05,2024-09-06,2024-09-10,2024-11-20,null,null,null,null,1,4,71,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10044,C1172_MS,LRN1344,REQ5344,Approved,In Progress,null,Microsoft / Office,2024-09-08,2024-09-09,2024-09-12,2024-11-25,null,null,null,null,1,3,74,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10045,C1252_MS,LRN1345,REQ5345,Approved,In Progress,null,Microsoft / Office,2024-09-10,2024-09-11,2024-09-15,2024-11-30,null,null,null,null,1,4,76,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10046,C1202_MS,LRN1346,REQ5346,Approved,In Progress,null,Microsoft / Office,2024-09-12,2024-09-14,2024-09-18,2024-12-01,null,null,null,null,2,4,74,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10047,C1402_CR,LRN1347,REQ5347,Approved,In Progress,null,Core / Compliance,2024-09-15,2024-09-16,2024-09-20,2024-12-05,null,null,null,null,1,4,76,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10048,C1432_CR,LRN1348,REQ5348,Approved,In Progress,null,Core / Compliance,2024-09-18,2024-09-19,2024-09-22,2024-12-10,null,null,null,null,1,3,79,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10049,C1302_CR,LRN1349,REQ5349,Approved,In Progress,null,Core / Compliance,2024-09-20,2024-09-22,2024-09-25,2024-12-15,null,null,null,null,2,3,81,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10050,C1002_DB,LRN1350,REQ5350,Approved,In Progress,null,Data & BI,2024-09-22,2024-09-23,2024-09-28,2024-12-20,null,null,null,null,1,5,83,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10051,C1022_DB,LRN1351,REQ5351,Approved,In Progress,null,Data & BI,2024-09-25,2024-09-26,2024-09-30,2024-12-25,null,null,null,null,1,4,86,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10052,C1032_DB,LRN1352,REQ5352,Approved,In Progress,null,Data & BI,2024-09-28,2024-09-29,2024-10-01,2024-12-30,null,null,null,null,1,2,90,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10053,C1152_MS,LRN1353,REQ5353,Approved,In Progress,null,Microsoft / Office,2024-10-01,2024-10-02,2024-10-05,2025-01-05,null,null,null,null,1,3,92,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10054,C1162_MS,LRN1354,REQ5354,Approved,In Progress,null,Microsoft / Office,2024-10-05,2024-10-06,2024-10-10,2025-01-10,null,null,null,null,1,4,92,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10055,C1252_MS,LRN1355,REQ5355,Approved,In Progress,null,Microsoft / Office,2024-10-08,2024-10-09,2024-10-12,2025-01-15,null,null,null,null,1,3,95,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10056,C1202_MS,LRN1356,REQ5356,Approved,In Progress,null,Microsoft / Office,2024-10-10,2024-10-11,2024-10-15,2025-01-20,null,null,null,null,1,4,97,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10057,C1402_CR,LRN1357,REQ5357,Approved,In Progress,null,Core / Compliance,2024-10-12,2024-10-14,2024-10-18,2025-01-25,null,null,null,null,2,4,99,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10058,C1432_CR,LRN1358,REQ5358,Approved,In Progress,null,Core / Compliance,2024-10-15,2024-10-16,2024-10-20,2025-01-30,null,null,null,null,1,4,102,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10059,C1302_CR,LRN1359,REQ5359,Approved,In Progress,null,Core / Compliance,2024-10-18,2024-10-19,2024-10-22,2025-02-01,null,null,null,null,1,3,102,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10060,C1002_DB,LRN1360,REQ5360,Approved,In Progress,null,Data & BI,2024-10-20,2024-10-22,2024-10-25,2025-02-05,null,null,null,null,2,3,103,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10061,C1012_DB,LRN1361,REQ5361,Approved,In Progress,null,Data & BI,2024-10-22,2024-10-23,2024-10-28,2025-02-10,null,null,null,null,1,5,105,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10062,C1022_DB,LRN1362,REQ5362,Approved,In Progress,null,Data & BI,2024-10-25,2024-10-26,2024-10-30,2025-02-15,null,null,null,null,1,4,108,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10063,C1152_MS,LRN1363,REQ5363,Approved,In Progress,null,Microsoft / Office,2024-10-28,2024-10-29,2024-11-01,2025-02-20,null,null,null,null,1,3,111,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10064,C1172_MS,LRN1364,REQ5364,Approved,In Progress,null,Microsoft / Office,2024-11-01,2024-11-02,2024-11-05,2025-02-25,null,null,null,null,1,3,112,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10065,C1252_MS,LRN1365,REQ5365,Approved,In Progress,null,Microsoft / Office,2024-11-05,2024-11-06,2024-11-10,2025-03-01,null,null,null,null,1,4,111,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10066,C1202_MS,LRN1366,REQ5366,Approved,In Progress,null,Microsoft / Office,2024-11-08,2024-11-09,2024-11-12,2025-03-05,null,null,null,null,1,3,113,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10067,C1402_CR,LRN1367,REQ5367,Approved,In Progress,null,Core / Compliance,2024-11-10,2024-11-11,2024-11-15,2025-03-10,null,null,null,null,1,4,115,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10068,C1432_CR,LRN1368,REQ5368,Approved,In Progress,null,Core / Compliance,2024-11-12,2024-11-14,2024-11-18,2025-03-15,null,null,null,null,2,4,117,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10069,C1302_CR,LRN1369,REQ5369,Approved,In Progress,null,Core / Compliance,2024-11-15,2024-11-16,2024-11-20,2025-03-20,null,null,null,null,1,4,120,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10070,C1002_DB,LRN1370,REQ5370,Approved,In Progress,null,Data & BI,2024-11-18,2024-11-19,2024-11-22,2025-03-25,null,null,null,null,1,3,123,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10071,C1022_DB,LRN1371,REQ5371,Approved,In Progress,null,Data & BI,2024-11-20,2024-11-22,2024-11-25,2025-03-30,null,null,null,null,2,3,125,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10072,C1032_DB,LRN1372,REQ5372,Approved,In Progress,null,Data & BI,2024-11-22,2024-11-23,2024-11-28,2025-04-01,null,null,null,null,1,5,124,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10073,C1152_MS,LRN1373,REQ5373,Approved,In Progress,null,Microsoft / Office,2024-11-25,2024-11-26,2024-11-30,2025-04-05,null,null,null,null,1,4,126,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10074,C1162_MS,LRN1374,REQ5374,Approved,In Progress,null,Microsoft / Office,2024-11-28,2024-11-29,2024-12-01,2025-04-10,null,null,null,null,1,2,130,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10075,C1252_MS,LRN1375,REQ5375,Approved,In Progress,null,Microsoft / Office,2024-12-01,2024-12-02,2024-12-05,2025-04-15,null,null,null,null,1,3,131,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10076,C1202_MS,LRN1376,REQ5376,Approved,In Progress,null,Microsoft / Office,2024-12-05,2024-12-06,2024-12-10,2025-04-20,null,null,null,null,1,4,131,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10077,C1402_CR,LRN1377,REQ5377,Approved,In Progress,null,Core / Compliance,2024-12-08,2024-12-09,2024-12-12,2025-04-25,null,null,null,null,1,3,134,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10078,C1432_CR,LRN1378,REQ5378,Approved,In Progress,null,Core / Compliance,2024-12-10,2024-12-11,2024-12-15,2025-04-30,null,null,null,null,1,4,136,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10079,C1302_CR,LRN1379,REQ5379,Approved,In Progress,null,Core / Compliance,2024-12-12,2024-12-14,2024-12-18,2025-05-01,null,null,null,null,2,4,134,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10080,C1002_DB,LRN1380,REQ5380,Approved,In Progress,null,Data & BI,2024-12-15,2024-12-16,2024-12-20,2025-05-05,null,null,null,null,1,4,136,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10081,C1012_DB,LRN1381,REQ5381,Approved,In Progress,null,Data & BI,2024-12-18,2024-12-19,2024-12-22,2025-05-10,null,null,null,null,1,3,139,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10082,C1022_DB,LRN1382,REQ5382,Approved,In Progress,null,Data & BI,2024-12-20,2024-12-22,2024-12-25,2025-05-15,null,null,null,null,2,3,141,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10083,C1152_MS,LRN1383,REQ5383,Approved,In Progress,null,Microsoft / Office,2024-12-22,2024-12-23,2024-12-28,2025-05-20,null,null,null,null,1,5,143,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10084,C1172_MS,LRN1384,REQ5384,Approved,In Progress,null,Microsoft / Office,2024-12-25,2024-12-26,2024-12-30,2025-05-25,null,null,null,null,1,4,146,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10085,C1252_MS,LRN1385,REQ5385,Approved,In Progress,null,Microsoft / Office,2024-12-28,2024-12-29,2025-01-01,2025-05-30,null,null,null,null,1,3,149,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10086,C1202_MS,LRN1386,REQ5386,Approved,In Progress,null,Microsoft / Office,2025-01-01,2025-01-02,2025-01-05,2025-06-05,null,null,null,null,1,3,151,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10087,C1402_CR,LRN1387,REQ5387,Approved,In Progress,null,Core / Compliance,2025-01-05,2025-01-06,2025-01-10,2025-06-10,null,null,null,null,1,4,151,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10088,C1432_CR,LRN1388,REQ5388,Approved,In Progress,null,Core / Compliance,2025-01-08,2025-01-09,2025-01-12,2025-06-15,null,null,null,null,1,3,154,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10089,C1302_CR,LRN1389,REQ5389,Approved,In Progress,null,Core / Compliance,2025-01-10,2025-01-11,2025-01-15,2025-06-20,null,null,null,null,1,4,156,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10090,C1002_DB,LRN1390,REQ5390,Approved,In Progress,null,Data & BI,2025-01-12,2025-01-14,2025-01-18,2025-06-25,null,null,null,null,2,4,158,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10091,C1022_DB,LRN1391,REQ5391,Approved,In Progress,null,Data & BI,2025-01-15,2025-01-16,2025-01-20,2025-06-30,null,null,null,null,1,4,161,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10092,C1032_DB,LRN1392,REQ5392,Approved,In Progress,null,Data & BI,2025-01-18,2025-01-19,2025-01-22,2025-07-01,null,null,null,null,1,3,160,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10093,C1152_MS,LRN1393,REQ5393,Approved,In Progress,null,Microsoft / Office,2025-01-20,2025-01-22,2025-01-25,2025-07-05,null,null,null,null,2,3,161,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10094,C1162_MS,LRN1394,REQ5394,Approved,In Progress,null,Microsoft / Office,2025-01-22,2025-01-23,2025-01-28,2025-07-10,null,null,null,null,1,5,163,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10095,C1252_MS,LRN1395,REQ5395,Approved,In Progress,null,Microsoft / Office,2025-01-25,2025-01-26,2025-01-30,2025-07-15,null,null,null,null,1,4,166,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10096,C1202_MS,LRN1396,REQ5396,Approved,In Progress,null,Microsoft / Office,2025-01-28,2025-01-29,2025-02-01,2025-07-20,null,null,null,null,1,3,169,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10097,C1402_CR,LRN1397,REQ5397,Approved,In Progress,null,Core / Compliance,2025-02-01,2025-02-02,2025-02-05,2025-07-25,null,null,null,null,1,3,170,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10098,C1432_CR,LRN1398,REQ5398,Approved,In Progress,null,Core / Compliance,2025-02-05,2025-02-06,2025-02-10,2025-07-30,null,null,null,null,1,4,170,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10099,C1302_CR,LRN1399,REQ5399,Approved,In Progress,null,Core / Compliance,2025-02-08,2025-02-09,2025-02-12,2025-08-05,null,null,null,null,1,3,174,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10100,C1002_DB,LRN1400,REQ5400,Approved,In Progress,null,Data & BI,2025-02-10,2025-02-11,2025-02-15,2025-08-10,null,null,null,null,1,4,176,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10001,C1003_DB,LRN1401,REQ5401,Requested,Pending Approval,null,Data & BI,2024-06-10,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10002,C1013_DB,LRN1402,REQ5402,Requested,Pending Approval,null,Data & BI,2024-06-12,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10003,C1153_MS,LRN1403,REQ5403,Requested,Pending Approval,null,Microsoft / Office,2024-06-15,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10004,C1163_MS,LRN1404,REQ5404,Requested,Pending Approval,null,Microsoft / Office,2024-06-18,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10005,C1253_MS,LRN1405,REQ5405,Requested,Pending Approval,null,Microsoft / Office,2024-06-20,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10006,C1203_MS,LRN1406,REQ5406,Requested,Pending Approval,null,Microsoft / Office,2024-06-22,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10007,C1403_CR,LRN1407,REQ5407,Requested,Pending Approval,null,Core / Compliance,2024-06-25,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10008,C1433_CR,LRN1408,REQ5408,Requested,Pending Approval,null,Core / Compliance,2024-06-28,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10009,C1303_CR,LRN1409,REQ5409,Requested,Pending Approval,null,Core / Compliance,2024-07-01,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10010,C1003_DB,LRN1410,REQ5410,Requested,Pending Approval,null,Data & BI,2024-07-05,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10011,C1023_DB,LRN1411,REQ5411,Requested,Pending Approval,null,Data & BI,2024-07-08,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10012,C1033_DB,LRN1412,REQ5412,Requested,Pending Approval,null,Data & BI,2024-07-10,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10013,C1153_MS,LRN1413,REQ5413,Requested,Pending Approval,null,Microsoft / Office,2024-07-12,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10014,C1163_MS,LRN1414,REQ5414,Requested,Pending Approval,null,Microsoft / Office,2024-07-15,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10015,C1253_MS,LRN1415,REQ5415,Requested,Pending Approval,null,Microsoft / Office,2024-07-18,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10016,C1203_MS,LRN1416,REQ5416,Requested,Pending Approval,null,Microsoft / Office,2024-07-20,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10017,C1403_CR,LRN1417,REQ5417,Requested,Pending Approval,null,Core / Compliance,2024-07-22,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10018,C1433_CR,LRN1418,REQ5418,Requested,Pending Approval,null,Core / Compliance,2024-07-25,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10019,C1303_CR,LRN1419,REQ5419,Requested,Pending Approval,null,Core / Compliance,2024-07-28,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10020,C1003_DB,LRN1420,REQ5420,Requested,Pending Approval,null,Data & BI,2024-08-01,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10021,C1013_DB,LRN1421,REQ5421,Requested,Pending Approval,null,Data & BI,2024-08-05,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10022,C1023_DB,LRN1422,REQ5422,Requested,Pending Approval,null,Data & BI,2024-08-08,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10023,C1153_MS,LRN1423,REQ5423,Requested,Pending Approval,null,Microsoft / Office,2024-08-10,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10024,C1173_MS,LRN1424,REQ5424,Requested,Pending Approval,null,Microsoft / Office,2024-08-12,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
E10025,C1253_MS,LRN1425,REQ5425,Requested,Pending Approval,null,Microsoft / Office,2024-08-15,null,null,null,null,null,null,null,null,null,null,null,null,false,Below Average,null,null,null,null,null,null,null,null,null,null,null,2026-06-09T17:53:16.588Z,2026-06-10T12:08:57.878Z
