certification_id,employee_id,course_id,certification_name,vendor,certificate_uploaded,certificate_status,upload_date,verification_date,days_to_verify,upload_month,is_verified,_gold_created_ts,_gold_updated_ts
CERT169,E10169,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,12-06-2026,15-06-2026,3,2026-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT170,E10170,C1171_MS,Azure Data Factory Certification,Microsoft,Yes,Verified,18-06-2026,20-06-2026,2,2026-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT171,E10171,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,22-06-2026,25-06-2026,3,2026-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT172,E10172,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,28-06-2026,30-06-2026,2,2026-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT173,E10173,C1401_CR,Cloud Native Architecture Certificate,Coursera,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT174,E10174,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,08-07-2026,10-07-2026,2,2026-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT175,E10175,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,12-07-2026,15-07-2026,3,2026-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT176,E10176,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,18-07-2026,20-07-2026,2,2026-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT177,E10177,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,22-07-2026,25-07-2026,3,2026-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT178,E10178,C1031_DB,Databricks SQL Certification,Databricks,Yes,Verified,28-07-2026,30-07-2026,2,2026-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT179,E10179,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,02-08-2026,05-08-2026,3,2026-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT180,E10180,C1161_MS,Azure Synapse Analytics Certification,Microsoft,Yes,Verified,08-08-2026,10-08-2026,2,2026-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT181,E10181,C1251_MS,Azure OpenAI Architect Certification,Microsoft,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT182,E10182,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,18-08-2026,20-08-2026,2,2026-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT183,E10183,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,22-08-2026,25-08-2026,3,2026-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT184,E10184,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,28-08-2026,30-08-2026,2,2026-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT185,E10185,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,02-09-2026,05-09-2026,3,2026-09,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT186,E10186,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,08-09-2026,10-09-2026,2,2026-09,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT187,E10187,C1011_DB,PySpark Basic Certification,Databricks,Yes,Verified,12-09-2026,15-09-2026,3,2026-09,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT188,E10188,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,18-09-2026,20-09-2026,2,2026-09,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT189,E10189,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,22-09-2026,25-09-2026,3,2026-09,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT190,E10190,C1171_MS,Azure Data Factory Certification,Microsoft,Yes,Verified,28-09-2026,30-09-2026,2,2026-09,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT191,E10191,C1251_MS,Azure OpenAI Architect Certification,Microsoft,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT192,E10192,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,08-10-2026,10-10-2026,2,2026-10,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT193,E10193,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,12-10-2026,15-10-2026,3,2026-10,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT194,E10194,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,18-10-2026,20-10-2026,2,2026-10,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT195,E10195,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,22-10-2026,25-10-2026,3,2026-10,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT196,E10196,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,28-10-2026,30-10-2026,2,2026-10,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT197,E10197,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,02-11-2026,05-11-2026,3,2026-11,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT198,E10198,C1031_DB,Databricks SQL Certification,Databricks,Yes,Verified,08-11-2026,10-11-2026,2,2026-11,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT199,E10199,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,12-11-2026,15-11-2026,3,2026-11,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT200,E10200,C1161_MS,Azure Synapse Analytics Certification,Microsoft,Yes,Verified,18-11-2026,20-11-2026,2,2026-11,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT201,E10201,C1251_MS,Azure OpenAI Architect Certification,Microsoft,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT202,E10202,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,28-11-2026,30-11-2026,2,2026-11,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT203,E10203,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,02-12-2026,05-12-2026,3,2026-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT204,E10204,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,08-12-2026,10-12-2026,2,2026-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT205,E10205,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,12-12-2026,15-12-2026,3,2026-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT206,E10206,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,18-12-2026,20-12-2026,2,2026-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT207,E10207,C1011_DB,PySpark Basic Certification,Databricks,Yes,Verified,22-12-2026,25-12-2026,3,2026-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT208,E10208,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,28-12-2026,30-12-2026,2,2026-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT209,E10209,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT210,E10210,C1171_MS,Azure Data Factory Certification,Microsoft,Yes,Verified,08-01-2027,10-01-2027,2,2027-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT211,E10211,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,12-01-2027,15-01-2027,3,2027-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT212,E10212,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,18-01-2027,20-01-2027,2,2027-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT213,E10213,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,22-01-2027,25-01-2027,3,2027-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT214,E10214,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,28-01-2027,30-01-2027,2,2027-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT215,E10215,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,02-02-2027,05-02-2027,3,2027-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT216,E10216,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,08-02-2027,10-02-2027,2,2027-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT217,E10217,C1021_DB,Delta Lake Core Certification,Databricks,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT218,E10218,C1031_DB,Databricks SQL Certification,Databricks,Yes,Verified,18-02-2027,20-02-2027,2,2027-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT219,E10219,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,22-02-2027,25-02-2027,3,2027-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT220,E10220,C1161_MS,Azure Synapse Analytics Certification,Microsoft,Yes,Verified,28-02-2027,02-03-2027,2,2027-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT221,E10221,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,08-03-2027,10-03-2027,2,2027-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT222,E10222,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,12-03-2027,15-03-2027,3,2027-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT223,E10223,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,18-03-2027,20-03-2027,2,2027-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT224,E10224,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,22-03-2027,25-03-2027,3,2027-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT225,E10225,C1301_CR,Healthcare Analytics Certificate,Coursera,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT226,E10226,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,02-04-2027,05-04-2027,3,2027-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT227,E10227,C1011_DB,PySpark Basic Certification,Databricks,Yes,Verified,08-04-2027,10-04-2027,2,2027-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT228,E10228,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,12-04-2027,15-04-2027,3,2027-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT229,E10229,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,18-04-2027,20-04-2027,2,2027-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT230,E10230,C1171_MS,Azure Data Factory Certification,Microsoft,Yes,Verified,22-04-2027,25-04-2027,3,2027-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT231,E10231,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,28-04-2027,30-04-2027,2,2027-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT232,E10232,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,02-05-2027,05-05-2027,3,2027-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT233,E10233,C1401_CR,Cloud Native Architecture Certificate,Coursera,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT234,E10234,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,12-05-2027,15-05-2027,3,2027-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT235,E10235,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,18-05-2027,20-05-2027,2,2027-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT236,E10236,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,22-05-2027,25-05-2027,3,2027-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT237,E10237,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,28-05-2027,30-05-2027,2,2027-05,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT238,E10238,C1031_DB,Databricks SQL Certification,Databricks,Yes,Verified,02-06-2027,05-06-2027,3,2027-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT239,E10239,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,08-06-2027,10-06-2027,2,2027-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT240,E10240,C1161_MS,Azure Synapse Analytics Certification,Microsoft,Yes,Verified,12-06-2027,15-06-2027,3,2027-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT241,E10241,C1251_MS,Azure OpenAI Architect Certification,Microsoft,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT242,E10242,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,22-06-2027,25-06-2027,3,2027-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT243,E10243,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,28-06-2027,30-06-2027,2,2027-06,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT244,E10244,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,02-07-2027,05-07-2027,3,2027-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT245,E10245,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,08-07-2027,10-07-2027,2,2027-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT246,E10246,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,12-07-2027,15-07-2027,3,2027-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT247,E10247,C1011_DB,PySpark Basic Certification,Databricks,Yes,Verified,18-07-2027,20-07-2027,2,2027-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT248,E10248,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,22-07-2027,25-07-2027,3,2027-07,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT249,E10249,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT250,E10250,C1171_MS,Azure Data Factory Certification,Microsoft,Yes,Verified,02-08-2027,05-08-2027,3,2027-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT251,E10251,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,08-08-2027,10-08-2027,2,2027-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT252,E10252,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,12-08-2027,15-08-2027,3,2027-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT253,E10253,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,18-08-2027,20-08-2027,2,2027-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT254,E10254,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,22-08-2027,25-08-2027,3,2027-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT255,E10255,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,28-08-2027,30-08-2027,2,2027-08,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT256,E10256,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,02-09-2027,05-09-2027,3,2027-09,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT257,E10257,C1021_DB,Delta Lake Core Certification,Databricks,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT258,E10258,C1031_DB,Databricks SQL Certification,Databricks,Yes,Verified,12-09-2027,15-09-2027,3,2027-09,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT259,E10259,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,18-09-2027,20-09-2027,2,2027-09,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT260,E10260,C1161_MS,Azure Synapse Analytics Certification,Microsoft,Yes,Verified,22-09-2027,25-09-2027,3,2027-09,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT261,E10261,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,28-09-2027,30-09-2027,2,2027-09,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT262,E10262,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,02-10-2027,05-10-2027,3,2027-10,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT263,E10263,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,08-10-2027,10-10-2027,2,2027-10,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT264,E10264,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,12-10-2027,15-10-2027,3,2027-10,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT265,E10265,C1301_CR,Healthcare Analytics Certificate,Coursera,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT266,E10266,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,22-10-2027,25-10-2027,3,2027-10,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT267,E10267,C1011_DB,PySpark Basic Certification,Databricks,Yes,Verified,28-10-2027,30-10-2027,2,2027-10,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT268,E10268,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,02-11-2027,05-11-2027,3,2027-11,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT269,E10269,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,08-11-2027,10-11-2027,2,2027-11,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT270,E10270,C1171_MS,Azure Data Factory Certification,Microsoft,Yes,Verified,12-11-2027,15-11-2027,3,2027-11,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT271,E10271,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,18-11-2027,20-11-2027,2,2027-11,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT272,E10272,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,22-11-2027,25-11-2027,3,2027-11,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT273,E10273,C1401_CR,Cloud Native Architecture Certificate,Coursera,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT274,E10274,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,02-12-2027,05-12-2027,3,2027-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT275,E10275,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,08-12-2027,10-12-2027,2,2027-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT276,E10276,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,12-12-2027,15-12-2027,3,2027-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT277,E10277,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,18-12-2027,20-12-2027,2,2027-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT278,E10278,C1031_DB,Databricks SQL Certification,Databricks,Yes,Verified,22-12-2027,25-12-2027,3,2027-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT279,E10279,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,28-12-2027,30-12-2027,2,2027-12,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT280,E10280,C1161_MS,Azure Synapse Analytics Certification,Microsoft,Yes,Verified,02-01-2028,05-01-2028,3,2028-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT281,E10281,C1251_MS,Azure OpenAI Architect Certification,Microsoft,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT282,E10282,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,12-01-2028,15-01-2028,3,2028-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT283,E10283,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,18-01-2028,20-01-2028,2,2028-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT284,E10284,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,22-01-2028,25-01-2028,3,2028-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT285,E10285,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,28-01-2028,30-01-2028,2,2028-01,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT286,E10286,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,02-02-2028,05-02-2028,3,2028-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT287,E10287,C1011_DB,PySpark Basic Certification,Databricks,Yes,Verified,08-02-2028,10-02-2028,2,2028-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT288,E10288,C1021_DB,Delta Lake Core Certification,Databricks,Yes,Verified,12-02-2028,15-02-2028,3,2028-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT289,E10289,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT290,E10290,C1171_MS,Azure Data Factory Certification,Microsoft,Yes,Verified,22-02-2028,25-02-2028,3,2028-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT291,E10291,C1251_MS,Azure OpenAI Architect Certification,Microsoft,Yes,Verified,28-02-2028,02-03-2028,3,2028-02,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT292,E10292,C1201_MS,Azure Cloud Administration Certification,Microsoft,Yes,Verified,08-03-2028,10-03-2028,2,2028-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT293,E10293,C1401_CR,Cloud Native Architecture Certificate,Coursera,Yes,Verified,12-03-2028,15-03-2028,3,2028-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT294,E10294,C1431_CR,Enterprise Agile Frameworks Certificate,Coursera,Yes,Verified,18-03-2028,20-03-2028,2,2028-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT295,E10295,C1301_CR,Healthcare Analytics Certificate,Coursera,Yes,Verified,22-03-2028,25-03-2028,3,2028-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT296,E10296,C1001_DB,Databricks Lakehouse Fundamentals Certification,Databricks,Yes,Verified,28-03-2028,30-03-2028,2,2028-03,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT297,E10297,C1021_DB,Delta Lake Core Certification,Databricks,No,Pending,null,null,null,null,FALSE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT298,E10298,C1031_DB,Databricks SQL Certification,Databricks,Yes,Verified,08-04-2028,10-04-2028,2,2028-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT299,E10299,C1151_MS,Azure Data Fundamentals DP-900,Microsoft,Yes,Verified,12-04-2028,15-04-2028,3,2028-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
CERT300,E10300,C1161_MS,Azure Synapse Analytics Certification,Microsoft,Yes,Verified,18-04-2028,20-04-2028,2,2028-04,TRUE,2026-06-09T17:53:11.193Z,2026-06-10T12:08:51.709Z
